address,type,last_7days_cd_address,last_7days_cd_tx_hash
0x35d2d93051ecdac9418888607bbad0aa094a7bd6,Scam,806,921
0x887f2eb0a707555c2726c2c257e2152bf94b994d,Scam,249,300
0x9389e4d0087522297f8c19c8a0f1a3c2a48d73ae,Scam,200,320
0xc903905a41384be8f131ed3a9204c49847f2ce0e,Scam,100,127
0x19ef9f0f23388e6cdee61a65779c3e006d4625ae,Scam,95,139
0x5bf05d33428da32f002225f042964319c760613f,Scam,27,91
0x21c75bc392ede780e3d0dcd412c47c968f524c6f,Scam,8,25
