date,address,type,WAT,Confidence,risk_level,risk_description
2023-10-19,0xba509bdb71a29301860800e13867b59b461747af,General_Trending_Risky,67593,70,4,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xba509bdb71a29301860800e13867b59b461747af""}]"
2023-10-19,0xfa500178de024bf43cfa69b7e636a28ab68f2741,General_Trending_Risky,58780,70,4,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xfa500178de024bf43cfa69b7e636a28ab68f2741""}]"
2023-10-19,0xdc35505fbf46605f61014b9b2ac96826c47017d5,General_Trending_Risky,49336,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xdc35505fbf46605f61014b9b2ac96826c47017d5""}]"
2023-10-19,0xffe811714ab35360b67ee195ace7c10d93f89d8c,General_Trending_Risky,40758,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xffe811714ab35360b67ee195ace7c10d93f89d8c""}]"
2023-10-19,0xe01806f66abcd460a7eb38ec723cc644c3e5833c,General_Trending_Risky,38704,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xe01806f66abcd460a7eb38ec723cc644c3e5833c""}]"
2023-10-19,0x0000000000b35ae47b12b8ccf2f8d51e208760c8,General_Trending_Risky,32632,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x0000000000b35ae47b12b8ccf2f8d51e208760c8""}]"
2023-10-19,0xd3d2fb3165def479310144e37e68c1e824526e36,General_Trending_Risky,31553,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xd3d2fb3165def479310144e37e68c1e824526e36""}]"
2023-10-19,0x04f46cdfe8dd348e41902eef1aff19ace1661f4c,General_Trending_Risky,22629,70,4,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""}]"
2023-10-19,0xef2b07b1fec00caccdd8dadeaa25900c808ca3dd,General_Trending_Risky,19870,70,4,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xef2b07b1fec00caccdd8dadeaa25900c808ca3dd""}]"
2023-10-19,0x00000000004712b0169adce3dcf583fada3dc0e0,General_Trending_Risky,19684,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x00000000004712b0169adce3dcf583fada3dc0e0""}]"
