date,address,type,WAT,Confidence,risk_level,risk_description
2023-12-06,0x2eeff21c71ae38f9c34496cd9250c0d186dcd988,General_Trending_Risky,136781,70,3,"[{""name"":""centralization"",""value"":""The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.""},{""name"":""scam"",""value"":""The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk.""},{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""}]"
2023-12-06,0x45c36b3ee5f6c9b4b494515b21a59b8b78336536,General_Trending_Risky,113624,70,4,"[{""name"":""unverified"",""value"":""The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk.""}]"
2023-12-06,0x0000000000b35ae47b12b8ccf2f8d51e208760c8,General_Trending_Risky,75547,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x0000000000b35ae47b12b8ccf2f8d51e208760c8""}]"
2023-12-06,0x4cb680a2589d742c30556e359a352f9c511eef54,General_Trending_Risky,58069,70,4,"[{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x4cb680a2589d742c30556e359a352f9c511eef54""}]"
2023-12-06,0xbddbcbaa9cf9603b7055aad963506ede71692f12,General_Trending_Risky,53733,70,4,"[{""name"":""unverified"",""value"":""The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk.""}]"
2023-12-06,0xe01806f66abcd460a7eb38ec723cc644c3e5833c,General_Trending_Risky,38205,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xe01806f66abcd460a7eb38ec723cc644c3e5833c""}]"
2023-12-06,0xf32b7c76a0e6c9929c68d69aa0acddd67b2ec0d1,General_Trending_Risky,31525,70,3,"[{""name"":""mixcoin-related"",""value"":""The address is related to a coin mixer platform such as Tornado.Cash, which could mean some potential risks, please be careful of scam risk.""}]"
2023-12-06,0x00000000004712b0169adce3dcf583fada3dc0e0,General_Trending_Risky,27129,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x00000000004712b0169adce3dcf583fada3dc0e0""}]"
2023-12-06,0x0000000055eca968153aeffa4e421f9cd2680f01,General_Trending_Risky,23985,70,4,"[{""name"":""unverified"",""value"":""The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk.""}]"
2023-12-06,0x0000000000cc1ffb95df1486af6dacb26d6d1af0,General_Trending_Risky,22383,70,4,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x0000000000cc1ffb95df1486af6dacb26d6d1af0""}]"
2023-12-06,0xdffc2e577f21982344a5d407afd9e226e328b35b,General_Trending_Risky,21907,70,4,"[{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xdffc2e577f21982344a5d407afd9e226e328b35b""}]"
2023-12-06,0x98f39d0f8c67885071cc99c5af1d4cacbcc89b0c,General_Trending_Risky,21535,70,4,"[{""name"":""unverified"",""value"":""The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk.""}]"
2023-12-06,0x08801120ab610f42eaa5c573112eec68c19cbd9c,General_Trending_Risky,21502,70,3,"[{""name"":""centralization"",""value"":""The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.""},{""name"":""scam"",""value"":""The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk.""}]"
2023-12-06,0xfe3b3c10b3fa928971f6e369bd9b584cc81ecca5,General_Trending_Risky,20916,70,3,"[{""name"":""centralization"",""value"":""The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.""},{""name"":""scam"",""value"":""The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk.""}]"
2023-12-06,0xcecce97529effc360f68b3f26eef4ad74ebf5705,General_Trending_Risky,20699,70,4,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xcecce97529effc360f68b3f26eef4ad74ebf5705""}]"
2023-12-06,0x000000000003a3c2878a1df56a486c9683220456,General_Trending_Risky,20333,70,4,"[{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x000000000003a3c2878a1df56a486c9683220456""}]"
