date,address,type,WAT,Confidence,risk_level,risk_description
2023-11-16,0x0000000000b35ae47b12b8ccf2f8d51e208760c8,General_Trending_Risky,92889,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x0000000000b35ae47b12b8ccf2f8d51e208760c8""}]"
2023-11-16,0xba509bdb71a29301860800e13867b59b461747af,General_Trending_Risky,81873,70,4,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xba509bdb71a29301860800e13867b59b461747af""}]"
2023-11-16,0xfa500178de024bf43cfa69b7e636a28ab68f2741,General_Trending_Risky,67213,70,4,"[{""name"":""whitelist"",""value"":""The address is whitelisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xfa500178de024bf43cfa69b7e636a28ab68f2741""}]"
2023-11-16,0xd3d2fb3165def479310144e37e68c1e824526e36,General_Trending_Risky,53132,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xd3d2fb3165def479310144e37e68c1e824526e36""}]"
2023-11-16,0xe01806f66abcd460a7eb38ec723cc644c3e5833c,General_Trending_Risky,43909,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xe01806f66abcd460a7eb38ec723cc644c3e5833c""}]"
2023-11-16,0x32914b42a74556304627b41c586b690a805dd1d5,General_Trending_Risky,40245,70,4,"[{""name"":""unverified"",""value"":""The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk.""}]"
2023-11-16,0x0000000000cc1ffb95df1486af6dacb26d6d1af0,General_Trending_Risky,39488,70,4,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x0000000000cc1ffb95df1486af6dacb26d6d1af0""}]"
2023-11-16,0x00000000004712b0169adce3dcf583fada3dc0e0,General_Trending_Risky,28733,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x00000000004712b0169adce3dcf583fada3dc0e0""}]"
2023-11-16,0xcecce97529effc360f68b3f26eef4ad74ebf5705,General_Trending_Risky,25470,70,4,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xcecce97529effc360f68b3f26eef4ad74ebf5705""}]"
2023-11-16,0x000000000003a3c2878a1df56a486c9683220456,General_Trending_Risky,22192,70,4,"[{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x000000000003a3c2878a1df56a486c9683220456""}]"
2023-11-16,0x04f46cdfe8dd348e41902eef1aff19ace1661f4c,General_Trending_Risky,20866,70,4,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""}]"
2023-11-16,0xb9d35811424600fa9e8cd62a0471fbd025131cb8,General_Trending_Risky,20521,70,3,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""}]"
2023-11-16,0x3df75c76062292d31d342ee73eb626a9a0efa9e6,General_Trending_Risky,18598,70,3,"[{""name"":""mixcoin-related"",""value"":""The address is related to a coin mixer platform such as Tornado.Cash, which could mean some potential risks, please be careful of scam risk.""}]"
2023-11-16,0xc20a079c7962d9fc92173cda349e80d484dfa42a,General_Trending_Risky,17201,70,4,"[{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xc20a079c7962d9fc92173cda349e80d484dfa42a""}]"
2023-11-16,0xc198c3b7b970cbac315614cf27a1b7eb332048d6,General_Trending_Risky,15524,70,3,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""}]"
2023-11-16,0x514c2eaf287e58e5cb78da2f9f5a564feddf35a8,General_Trending_Risky,13256,85,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""}]"
2023-11-16,0xffe811714ab35360b67ee195ace7c10d93f89d8c,General_Trending_Risky,12782,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xffe811714ab35360b67ee195ace7c10d93f89d8c""}]"
2023-11-16,0x00000000001f8b68515efb546542397d3293ccfd,General_Trending_Risky,10148,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x00000000001f8b68515efb546542397d3293ccfd""}]"
2023-11-16,0x000000000027583d895e5c06b7b9e96762c1e165,General_Trending_Risky,9980,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x000000000027583d895e5c06b7b9e96762c1e165""}]"
2023-11-16,0x068579f7d6f8ff03f2ea134d3f8852424d8b0062,General_Trending_Risky,9968,70,4,"[{""name"":""unverified"",""value"":""The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk.""}]"
2023-11-16,0x320f6c1304e1a2a50a0febb62ba6a9700043d152,General_Trending_Risky,9815,70,3,"[{""name"":""scam"",""value"":""The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk.""}]"
2023-11-16,0xce93f9827813761665ce348e33768cb1875a9704,General_Trending_Risky,9636,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xce93f9827813761665ce348e33768cb1875a9704""}]"
2023-11-16,0x00000000004e660d7929b04626bbf28cbecce534,General_Trending_Risky,9369,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x00000000004e660d7929b04626bbf28cbecce534""}]"
2023-11-16,0xc0752c6f2a919d4a48eb5037189d55d0c7f67b43,General_Trending_Risky,9315,70,4,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xc0752c6f2a919d4a48eb5037189d55d0c7f67b43""}]"
2023-11-16,0xc632f90affec7121120275610bf17df9963f181c,General_Trending_Risky,8669,70,4,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""}]"
