address,type,last_7days_cd_address,last_7days_cd_tx_hash
0xc27b094eca1687c1025a6292169303cb8803abd3,Scam,243,616
0x57472e9e59c5f18c6f4ad2a8b63d95f34e18c826,Scam,168,276
0xfca5ca8d90e159137dbcb0a6d441478338bd2d40,Scam,102,183
0xf72972a25520b6292fb961e58a180f33efef939b,Scam,78,268
0xd90a145750e010c7aa3dbfac5e23d644f1d44afd,Scam,42,50
0xbd1d283e6e05748b7336544f3cc17ad3aba0c6d1,Scam,36,37
0x7b3af46372d9d44bd497d9ff7bfb396e5d24d912,Scam,12,13
