date,address,type,WAT,Confidence,risk_level,risk_description
2024-01-18,0x45c36b3ee5f6c9b4b494515b21a59b8b78336536,General_Trending_Risky,281961,70,4,"[{""name"":""unverified"",""value"":""The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk.""}]"
2024-01-18,0x37dd1205047b65cbbf8041137e2ea9a8fc66a3a6,General_Trending_Risky,113469,85,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""}]"
2024-01-18,0x98f39d0f8c67885071cc99c5af1d4cacbcc89b0c,General_Trending_Risky,105073,70,4,"[{""name"":""unverified"",""value"":""The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk.""}]"
2024-01-18,0x0000000000b35ae47b12b8ccf2f8d51e208760c8,General_Trending_Risky,101246,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x0000000000b35ae47b12b8ccf2f8d51e208760c8""}]"
2024-01-18,0x2eeff21c71ae38f9c34496cd9250c0d186dcd988,General_Trending_Risky,81433,70,3,"[{""name"":""centralization"",""value"":""The contract contains some privileged role function which could mean some centralization risk, please be careful of rugpull risk.""},{""name"":""scam"",""value"":""The contract has some scam features such as Ponzi, Honeypot or fake token, please be careful of scam risk.""}]"
2024-01-18,0x75ca521892de7f2ecfb070cab545c250d0ceb7e3,General_Trending_Risky,68998,70,4,"[{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/detail/pvc-meta""}]"
2024-01-18,0x6a38d27d00214c2a098167121862d605fb317433,General_Trending_Risky,51101,85,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""}]"
2024-01-18,0xc92df682a8dc28717c92d7b5832376e6ac15a90d,General_Trending_Risky,49404,70,4,"[{""name"":""unverified"",""value"":""The contract is unverified which always indicates some potential risks, please be careful of scam or hack risk.""}]"
2024-01-18,0xc20a079c7962d9fc92173cda349e80d484dfa42a,General_Trending_Risky,47993,70,4,"[{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xc20a079c7962d9fc92173cda349e80d484dfa42a""}]"
2024-01-18,0x4cb680a2589d742c30556e359a352f9c511eef54,General_Trending_Risky,42503,70,4,"[{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x4cb680a2589d742c30556e359a352f9c511eef54""}]"
2024-01-18,0x00000000004712b0169adce3dcf583fada3dc0e0,General_Trending_Risky,34553,80,5,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x00000000004712b0169adce3dcf583fada3dc0e0""}]"
2024-01-18,0xcecce97529effc360f68b3f26eef4ad74ebf5705,General_Trending_Risky,33729,70,4,"[{""name"":""blacklist"",""value"":""The address is blacklisted based on threat intelligence or manual analysis.""},{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0xcecce97529effc360f68b3f26eef4ad74ebf5705""}]"
2024-01-18,0x000000000003a3c2878a1df56a486c9683220456,General_Trending_Risky,28750,70,4,"[{""name"":""red_alarm"",""value"":""The address was marked as red alarm on: https://dappbay.bnbchain.org/risk-scanner/0x000000000003a3c2878a1df56a486c9683220456""}]"
