update_dt,chain_id,address,risk_level,confidence,risk_descriptions,ref_link
2023-08-24,56,0x1bef58be3d17c9405c2f7ee10e1a24c907d354e9,5,85,the address is blacklisted based on threat intelligence or manual analysis.,https://twitter.com/HashDit/status/1690981877329649665
2023-08-24,56,0x2b2af27b6d8bdff171a97fe12a8fe0fcc9cc4bbd,5,85,the address is blacklisted based on threat intelligence or manual analysis.,https://twitter.com/HashDit/status/1690981877329649665
2023-08-24,56,0xe3e1147acd39687a25ca7716227c604500f5c31a,5,85,the address is blacklisted based on threat intelligence or manual analysis.,https://twitter.com/HashDit/status/1690981877329649665
2023-08-24,56,0x99fec05205d1ed0cea56a85f37954a88ecaceea5,5,85,the address is blacklisted based on threat intelligence or manual analysis.,https://twitter.com/HashDit/status/1690981877329649665
2023-08-24,56,0x9b11bc99f7e20ef5b954a23e953c842c2962d7e3,5,85,the address is blacklisted based on threat intelligence or manual analysis.,https://twitter.com/HashDit/status/1690981877329649665
2023-08-24,56,0x60bd4546caa58cf45fafebbfb1c9efc027f7eaf4,5,85,the address is blacklisted based on threat intelligence or manual analysis.,https://twitter.com/HashDit/status/1690981877329649665
2023-08-24,56,0x7d65ccdb4c227b46fbdaffdc1d9ff137890a17fd,5,85,the address is blacklisted based on threat intelligence or manual analysis.,https://twitter.com/HashDit/status/1690981877329649665
2023-08-24,56,0xe545cf923874f0ab1f1a5e4d778751291d7b17ae,5,85,the address is blacklisted based on threat intelligence or manual analysis.,https://twitter.com/HashDit/status/1690981877329649665
2023-08-24,56,0x6ec37f29647e5c76e7e874ead4830b2d6124b4dc,5,85,the address is blacklisted based on threat intelligence or manual analysis.,https://twitter.com/HashDit/status/1690981877329649665
2023-08-24,56,0x0000c780a030c8c1cc74e8ffd927f08d1c200000,5,85,the address is blacklisted based on threat intelligence or manual analysis.,https://twitter.com/HashDit/status/1690981877329649665
2023-08-24,56,0x360b433cf94138c3e18bcaf02b111c08de7e5936,5,85,the address is blacklisted based on threat intelligence or manual analysis.,https://twitter.com/HashDit/status/1690981877329649665
2023-08-24,56,0x04cd83c50bf9041e286daa595252a95ddb1eaf1a,5,85,the address is blacklisted based on threat intelligence or manual analysis.,https://twitter.com/HashDit/status/1690981877329649665
2023-08-24,56,0x0a1075cb126ba7cfe7693f640237b54fcf03b7c4,5,85,the address is blacklisted based on threat intelligence or manual analysis.,https://twitter.com/HashDit/status/1690981877329649665
2023-08-24,56,0x1b1979f530c0a93c68f57f412c97bf0fd5e69046,5,85,the address is blacklisted based on threat intelligence or manual analysis.,https://twitter.com/HashDit/status/1690981877329649665
