title,description,ref_link,priority,item,item_type,chain_id,address,addresses,timestamp
Risky Warning,"Detected that the implementation behind a proxy contract was modified, which could hint at a potential rug pull",https://bscscan.com/address/0x4339bdb090939768987cbfde8cc8e5619042c94b current_impl: https://bscscan.com/address/0xb3c0ae788976567d939d3ef743892e34480391be#code,3,0x4339bdb090939768987cbfde8cc8e5619042c94b,address,56,0x4339bdb090939768987cbfde8cc8e5619042c94b,0x4339bdb090939768987cbfde8cc8e5619042c94b;0xb3c0ae788976567d939d3ef743892e34480391be;0x99b6c25376b7f3f21e62556c75efbf9286452774,1709548059
Risky Warning,"Detected a substantial value transfer, suggesting potential risks",https://etherscan.io/tx/0xc7a1cd120d7191069cee61d338c5c793452b31ab1818a62bbe76a229deb6797c,3,0x514910771af9ca656af840dff83e8264ecf986ca,address,1,0x514910771af9ca656af840dff83e8264ecf986ca,0x2eebf26d4001a8410e351901aee0b54bb7cd6726;0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43;0x514910771af9ca656af840dff83e8264ecf986ca,1709547736
Risky Warning,Detected a significant change in a token's supply which could suggest a possible rug pull risk,https://bscscan.com/token/0x81607ff6fb66e089b573f2cdb428de4c7fcdbdde,2,0x81607ff6fb66e089b573f2cdb428de4c7fcdbdde,address,56,0x81607ff6fb66e089b573f2cdb428de4c7fcdbdde,0x81607ff6fb66e089b573f2cdb428de4c7fcdbdde,1709547726
Risky Warning,"Detected a substantial value transfer, suggesting potential risks",https://etherscan.io/tx/0xa178b9ad143a8417368403266293a609a8bf821345f3189d89f77f5bf5cb6db8,3,0x514910771af9ca656af840dff83e8264ecf986ca,address,1,0x514910771af9ca656af840dff83e8264ecf986ca,0x398704ec1a4b61a7361a8744228b1cdd97c83188;0x2eebf26d4001a8410e351901aee0b54bb7cd6726;0x514910771af9ca656af840dff83e8264ecf986ca,1709547442
Risky Warning,"Detected that the implementation behind a proxy contract was modified, which could hint at a potential rug pull",https://bscscan.com/address/0xe9d1d2a27458378dd6c6f0b2c390807aed2217ca current_impl: https://bscscan.com/address/0x9d78b89cc82b91c8863b708cd8100c49b86ee995#code,3,0xe9d1d2a27458378dd6c6f0b2c390807aed2217ca,address,56,0xe9d1d2a27458378dd6c6f0b2c390807aed2217ca,0xe9d1d2a27458378dd6c6f0b2c390807aed2217ca;0x9d78b89cc82b91c8863b708cd8100c49b86ee995;0x9fc0a039e53561062a149c18df83248d3e7eccaf;0x8490514534565cd91575325bae93e3652eaaf93c;0x33459acd9ca8493c0e0163eac92a928e293b2218,1709547344
Risky Warning,Detected a significant change in a token's supply which could suggest a possible rug pull risk,https://bscscan.com/token/0x4bd17003473389a42daf6a0a729f6fdb328bbbd7,3,0x4bd17003473389a42daf6a0a729f6fdb328bbbd7,address,56,0x4bd17003473389a42daf6a0a729f6fdb328bbbd7,0x4bd17003473389a42daf6a0a729f6fdb328bbbd7,1709547004
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0xcbb26ec56c7f21646af945cd2510be27f08b28a397d1df51dae0ae61a7c3b076 ,3,0xcbb26ec56c7f21646af945cd2510be27f08b28a397d1df51dae0ae61a7c3b076,tx_hash,56,0x2d615a370638074699ebd6c02d9a9ae776deaadd,0x2d615a370638074699ebd6c02d9a9ae776deaadd;0x10ed43c718714eb63d5aa57b78b54704e256024e;0x39425959faf50547719cae18693ceaf565de53b8,1709546985
Risky Warning,Detected various rugpull-like behaviors from suspicious tokens,https://explorer.phalcon.xyz/tx/bsc/0x8e4bf8c37aa20ed2fe49e13d67b0acc0ceacc9486d32d67c96c7accc06f111d4 ,3,0x8e4bf8c37aa20ed2fe49e13d67b0acc0ceacc9486d32d67c96c7accc06f111d4,tx_hash,56,0xb020ed133535bf502cc8b3a31fb8724483c8bec4,0xb020ed133535bf502cc8b3a31fb8724483c8bec4;0x36493b8f5be7ada2ebda56060a7cbca6573bb700,1709546776
Risky Warning,Detected various rugpull-like behaviors from suspicious tokens,https://explorer.phalcon.xyz/tx/bsc/0x97f686f233a076c54a2d6e3f140e34031593c54f444faa201db8ea8ef0c92251 ,3,0x97f686f233a076c54a2d6e3f140e34031593c54f444faa201db8ea8ef0c92251,tx_hash,56,0xbc3a27ec1ecf8379196229fba90c481bd8ed436c,0xf66c906920e09126907def2b7daeeb9688ddd694;0xa1efe3f8ce6ff927856ef00dd41ed222c7b2a024,1709546509
Risky Warning,"Detected a project minting a high volume of supply, potentially signaling rug pull risks",https://etherscan.io/tx/0xe16c9ac2de2c5877166d01e05d51c4518882c118f5ce380d00e15a8a89bcd972,2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,address,1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5b6122c109b78c6755486966148c1d70a50a47d7;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;0x55fe002aeff02f77364de339a1292923a15844b8,1709546008
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0xada8faa934f2fee17bff29a75fc2f601c422fa324f2ae6cb7ba272395bfa332d ,3,0xada8faa934f2fee17bff29a75fc2f601c422fa324f2ae6cb7ba272395bfa332d,tx_hash,56,0x97e6ac3d80122b3170282ea08163ae219a0c2964,0x97e6ac3d80122b3170282ea08163ae219a0c2964;0x10ed43c718714eb63d5aa57b78b54704e256024e;0xf87d7d0a0db94919e224d11bcb59375b01ec70f2,1709545674
Risky Warning,Detected various rugpull-like behaviors from suspicious tokens,https://explorer.phalcon.xyz/tx/bsc/0xda416bba143c53fc355a65055e275d2c2836c40317ef87e61d75aeb3d1c3fc46 ,3,0xda416bba143c53fc355a65055e275d2c2836c40317ef87e61d75aeb3d1c3fc46,tx_hash,56,0x37744e6a7634da2f0446294ee8ef9c854581201e,0x525348e7cfc24d1e3420ea3aea1242e7ccd472ca;0x45435ce62fe8b1577a5ba0deb3e1deefca704d64,1709545598
Risky Warning,"Detected a project minting a high volume of supply, potentially signaling rug pull risks",https://etherscan.io/tx/0x645fafe45115dcfd8e5cbaee5fa1a3b115bba301c0ee392b283141a041702b60,2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,address,1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x5b6122c109b78c6755486966148c1d70a50a47d7;0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48;0x55fe002aeff02f77364de339a1292923a15844b8,1709545047
