title,description,ref_link,priority,item,item_type,chain_id,addresses,timestamp
Risky Warning,Detected various rugpull-like behaviors from suspicious tokens,https://explorer.phalcon.xyz/tx/bsc/0x7a02072965150756145c6dd6c154c5c06d582282fd71846cb63bbd023369a3a4 ,2,0x7a02072965150756145c6dd6c154c5c06d582282fd71846cb63bbd023369a3a4,tx_hash,56,0xa1f639ddd3b48800397e01e002e9491d8cf65331;0x973565acbf0c1180efc36a8cddf0fb2b9cb304e3,1708465603
Risky Warning,KiloEx IncreasePosition single TX position too big,https://explorer.phalcon.xyz/tx/bsc/0x41d461e03aaf7dc52a2c528dda0aa48f2ebb6c7f16a1ed466a716f60ca27c15d ,2,0x41d461e03aaf7dc52a2c528dda0aa48f2ebb6c7f16a1ed466a716f60ca27c15d,tx_hash,56,0xb08856994dd338b0db1253dcab0e5f56e27f3985;0x5aa465737d9bf75f8e2ac8456ef5281fdfd74c3d;0x746c180268825b52fc5ea8057ecf3768037692e2,1708465501
Risky Warning,KiloEx IncreasePosition single TX margin too big,https://explorer.phalcon.xyz/tx/bsc/0x41d461e03aaf7dc52a2c528dda0aa48f2ebb6c7f16a1ed466a716f60ca27c15d ,2,0x41d461e03aaf7dc52a2c528dda0aa48f2ebb6c7f16a1ed466a716f60ca27c15d,tx_hash,56,0xb08856994dd338b0db1253dcab0e5f56e27f3985;0x5aa465737d9bf75f8e2ac8456ef5281fdfd74c3d;0x746c180268825b52fc5ea8057ecf3768037692e2,1708465498
Risky Warning,Detected various rugpull-like behaviors from suspicious tokens,https://explorer.phalcon.xyz/tx/bsc/0xaaf777b9af2e7ef07bd838f3eabec0d522db6a4faac5bf23d34befd61f7154ba ,2,0xaaf777b9af2e7ef07bd838f3eabec0d522db6a4faac5bf23d34befd61f7154ba,tx_hash,56,0xa1f639ddd3b48800397e01e002e9491d8cf65331;0xdbca3fbe8c2a4bd0c7398c73b7bc41b9c4a3a860,1708465329
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0x8dd9fd6ceb94f0bf0ea579dda0da5b9700f65bef93e8a36d4cda2b19082176f2 ,2,0x8dd9fd6ceb94f0bf0ea579dda0da5b9700f65bef93e8a36d4cda2b19082176f2,tx_hash,56,0xeca7c977af406de40095443e0217debbc2994994;0x10ed43c718714eb63d5aa57b78b54704e256024e;0x6c140b65baa82c99fc0ed7045ab0e04dc437e457,1708464953
Risky Warning,Detected a potential security alert from a Top Project:0xpolygon on Twitter,https://twitter.com/0xpolygon/status/1760055562484805899 ,2,1760055562484805899_1708464931,metadata,,,1708464931
Risky Warning,Detected a potential security alert from a Top Project:idexio on Twitter,https://twitter.com/idexio/status/1760053897199009867 ,2,1760053897199009867_1708464534,metadata,,,1708464534
Risky Warning,Detected a potential security alert from a Top Project:arbitrum on Twitter,https://twitter.com/arbitrum/status/1760053595725091298 ,2,1760053595725091298_1708464462,metadata,,,1708464462
Risky Warning,Detected various rugpull-like behaviors from suspicious tokens,https://explorer.phalcon.xyz/tx/bsc/0x7d2a2b10c055b62c83482b92812fcbf73545fcd2f0050abf244ea63c278bde0c ,2,0x7d2a2b10c055b62c83482b92812fcbf73545fcd2f0050abf244ea63c278bde0c,tx_hash,56,0xa1f639ddd3b48800397e01e002e9491d8cf65331;0x4b7205e3e38cbede008bb952621c5a3244a83ee7,1708463920
Risky Warning,Detected a potential security alert from a Top Project:flow_blockchain on Twitter,https://twitter.com/flow_blockchain/status/1760050188318888416 ,2,1760050188318888416_1708463649,metadata,,,1708463649
Risky Warning,Detected a potential security alert from a Top Project:polkastarter on Twitter,https://twitter.com/polkastarter/status/1760049693177057582 ,2,1760049693177057582_1708463531,metadata,,,1708463531
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0x69e1b1f1c7652271be74a3c42e89fbdc8143a3ee8c451415400869426f64b4dd ,2,0x69e1b1f1c7652271be74a3c42e89fbdc8143a3ee8c451415400869426f64b4dd,tx_hash,56,0xe11804fa8cfb3d656733ecf4abaf3cb193be2a03;0x10ed43c718714eb63d5aa57b78b54704e256024e;0x4360098f9575f0ba024cf334b94a0996d9cc6297,1708463518
Risky Warning,KiloEx IncreasePosition single TX position too big,https://explorer.phalcon.xyz/tx/bsc/0x34083b597c9b670dee03a507ac7b0179ef076e29e51c1872b4db1f125e4fb3db ,2,0x34083b597c9b670dee03a507ac7b0179ef076e29e51c1872b4db1f125e4fb3db,tx_hash,56,0xb08856994dd338b0db1253dcab0e5f56e27f3985;0x0322dfb7eede30a442b1ca5b3e104cc8ab3664c7;0x746c180268825b52fc5ea8057ecf3768037692e2,1708463441
