title,description,ref_link,priority,item,item_type,chain_id,addresses,timestamp
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0x7b8814748874a21b467a1587accb5f013a1768e488d064c3e12d945c0675f942 ,2,0x7b8814748874a21b467a1587accb5f013a1768e488d064c3e12d945c0675f942,tx_hash,56,0x1e03aba01d3f9bdf51b8be00c43215e802ede329;0x10ed43c718714eb63d5aa57b78b54704e256024e;0x3cf078862351d322dc4cc04d5efd205d1e68f996,1708846009
Risky Warning,Detected a potential security alert from SecurityKOL:MistTrack_io on Twitter,https://twitter.com/MistTrack_io/status/1761650111569076704 ,2,MistTrack_io_1761650111569076704,metadata,,0x6337f2366e6f47fb26ec08293867a607bcc7a0db,1708845091
Risky Warning,Detected various rugpull-like behaviors from suspicious tokens,https://explorer.phalcon.xyz/tx/bsc/0x650af42529596ff6a580f6eedc4b293d1532077b4b8c4ead1c5c6973342d17b6 ,2,0x650af42529596ff6a580f6eedc4b293d1532077b4b8c4ead1c5c6973342d17b6,tx_hash,56,0x1f490e99657cd08a058c6bb6cd81dd38f59e0e7a;0xffe71fffa72736c0b87e42698d6af7b0a9dc4be0,1708845004
Risky Warning,Detected a significant change in a token's supply which could suggest a possible rug pull risk,https://bscscan.com/token/0x26da28954763b92139ed49283625cecaf52c6f94,1,0x26da28954763b92139ed49283625cecaf52c6f94,address,56,0x26da28954763b92139ed49283625cecaf52c6f94,1708844910
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0x1314476149100c3746bc190c0d568db8d02704613a02adf4f2b28123f1564481 ,2,0x1314476149100c3746bc190c0d568db8d02704613a02adf4f2b28123f1564481,tx_hash,56,0x7247069bfa5d282e2da4b747ba999ba94f56ed83;0x10ed43c718714eb63d5aa57b78b54704e256024e;0xd2d772e5504eed59d536f385b9a5e159fe8e8bd8,1708844077
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0xd77dc1931b454c526096ec942fd20d37b9315089dbabec5bfc6075aa5856a4df ,2,0xd77dc1931b454c526096ec942fd20d37b9315089dbabec5bfc6075aa5856a4df,tx_hash,56,0xab3637b9990a9716f793e24ed08578d13df54424;0x10ed43c718714eb63d5aa57b78b54704e256024e;0xbec71a5825817539e3da450a107c7c1bbaccc571,1708842131
Risky Warning,Detected various rugpull-like behaviors from suspicious tokens,https://explorer.phalcon.xyz/tx/bsc/0x1072df854cc58cc9a112e5a9922420fd71937bd432df7351626ca1278bb9e79e ,2,0x1072df854cc58cc9a112e5a9922420fd71937bd432df7351626ca1278bb9e79e,tx_hash,56,0x1d947531beb48dc7a805c48b61aadc602321790d;0xc79d1eaca04581b31b471f5729f3c96eab268ee6,1708840532
Risky Warning,Detected various rugpull-like behaviors from suspicious tokens,https://explorer.phalcon.xyz/tx/bsc/0x63d80bf8e85ca7f768de82336a4f5334294b8c4ca0dac182ac5c67d89b9f727b ,2,0x63d80bf8e85ca7f768de82336a4f5334294b8c4ca0dac182ac5c67d89b9f727b,tx_hash,56,0x1d947531beb48dc7a805c48b61aadc602321790d;0xbd862597cf8ca5ab54ed1f8e9c4ba5b4468eef02,1708840520
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0x12deee26ce764b424980f05efe188d8d0471a443141cbbae0b639258fe652897 ,2,0x12deee26ce764b424980f05efe188d8d0471a443141cbbae0b639258fe652897,tx_hash,56,0x3158dea5c341ed5ccea5a8caca9bf56aa6c4c9ec;0x10ed43c718714eb63d5aa57b78b54704e256024e;0x92e1a5620fdf1e0fa759dd0e81f658866a8b8592,1708840224
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0xefd8045e1ca05355bb3071b9bdedce0706e3b8885732cd3a60a4ce5cfb584607 ,2,0xefd8045e1ca05355bb3071b9bdedce0706e3b8885732cd3a60a4ce5cfb584607,tx_hash,56,0x84b7b7a4ecfd34573898253f714037b924845157;0x10ed43c718714eb63d5aa57b78b54704e256024e;0x9804a1a69f0ddf7c7eebc0c0ec0fe04bdb549961,1708838322
Risky Warning,Detected a potential security alert from a Top Project:selfkey on Twitter,https://twitter.com/selfkey/status/1761617017214263537 ,2,1761617017214263537_1708837211,metadata,,,1708837211
