title,description,ref_link,priority,item,item_type,chain_id,addresses,timestamp
Risky Warning,Detected various rugpull-like behaviors from suspicious tokens,https://explorer.phalcon.xyz/tx/bsc/0x3a8ce03d2a386bbb2715ad5e41ef2f6673e961ea4bbdcb25690d1db16427e5e4 ,2,0x3a8ce03d2a386bbb2715ad5e41ef2f6673e961ea4bbdcb25690d1db16427e5e4,tx_hash,56,0xd2da3078ec447a42648fa05ab6c59297bda2a09d;0x6fdf8564455f9c3e4edcb8f4b35c179e5026cd77,1706889200
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0x1edcfd97327b0b6b6a106440888387ba468923a5cf01aa320eafbda9f7641b4c ,2,0x1edcfd97327b0b6b6a106440888387ba468923a5cf01aa320eafbda9f7641b4c,tx_hash,56,0xe0ff5f68fbf7fbf9b2756c5bf503b49915e73c59;0x10ed43c718714eb63d5aa57b78b54704e256024e;0x73cf394f42ad318e80b44779524ceb6e1119282b,1706889179
Risky Warning,Detected various rugpull-like behaviors from suspicious tokens,https://explorer.phalcon.xyz/tx/bsc/0x837f172138f6762ffc97001f31cc27973645161b443f250d3873d033fbae79b8 ,2,0x837f172138f6762ffc97001f31cc27973645161b443f250d3873d033fbae79b8,tx_hash,56,0xaeeaa55ed4f7df9e4c5688011ced1e2a1b696772;0x77f6a5f1b7a2b6d6c322af8581317d6bb0a52689,1706889053
Hack Warning,Detected a potential hack contract,https://bscscan.com/address/0x26c3694d2ceba46c0802f4a6b32b0b1e62656402 ,1,0x26c3694d2ceba46c0802f4a6b32b0b1e62656402,address,56,0x26c3694d2ceba46c0802f4a6b32b0b1e62656402;0xcb461695e1c9898b94cd6f74bd7dd6d46e59cfcf,1706888935
Hack Warning,Detected a potential hack contract,https://bscscan.com/address/0x26c3694d2ceba46c0802f4a6b32b0b1e62656402 ,1,0x26c3694d2ceba46c0802f4a6b32b0b1e62656402,address,56,0x26c3694d2ceba46c0802f4a6b32b0b1e62656402;0xcb461695e1c9898b94cd6f74bd7dd6d46e59cfcf,1706888935
Risky Warning,Detected a potential security alert from a Top Project:iota on Twitter,https://twitter.com/iota/status/1753444293979603187 ,2,1753444293979603187_1706888682,metadata,,,1706888682
Risky Warning,Detected a potential security alert from a Top Project:idexio on Twitter,https://twitter.com/idexio/status/1753443655338131487 ,2,1753443655338131487_1706888529,metadata,,,1706888529
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0x3536c279da217f8dec2945fee934572db5cf74a492424167e46e408d7318f1ea ,2,0x3536c279da217f8dec2945fee934572db5cf74a492424167e46e408d7318f1ea,tx_hash,56,0xa2877806e9dc928157aa13c48e113563ad761e83;0x10ed43c718714eb63d5aa57b78b54704e256024e;0xc8c517cb0b6f8b1cd431f8411292d0ab62b7cf04,1706888078
Risky Warning,Detected a potential security alert from a Top Project:dydx on Twitter,https://twitter.com/dydx/status/1753439098566475965 ,2,1753439098566475965_1706887443,metadata,,,1706887443
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0x3c6d1f4a33dccc05f58c88c2b1532c34c22d08ee4f587a79ddbd5e31a8dcf67a ,2,0x3c6d1f4a33dccc05f58c88c2b1532c34c22d08ee4f587a79ddbd5e31a8dcf67a,tx_hash,56,0x8795f66e8b8d7493c2e1f7bd27ed3280972f9336;0x10ed43c718714eb63d5aa57b78b54704e256024e;0x5306e88187ea4e029fcd0a608d30946235ca07a7,1706887170
