title,description,ref_link,priority,item,item_type,chain_id,addresses,timestamp
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0xd6b9a72c15eae05a100f1530fa27c3ee32ea3ddf74131dd7892ff0200059ab6c ,2,0xd6b9a72c15eae05a100f1530fa27c3ee32ea3ddf74131dd7892ff0200059ab6c,tx_hash,56,0x1fb99db2f36aca788462c2ff4599ad4abd010625;0x10ed43c718714eb63d5aa57b78b54704e256024e;0x30e9b24109738a6ce92bbfe9dd267f0eef042628,1707273733
Risky Warning,Detected a potential security alert from a Top Project:arpaofficial on Twitter,https://twitter.com/arpaofficial/status/1755055636361158775 ,2,1755055636361158775_1707272965,metadata,,,1707272965
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0xac933307a213726717f2daf2937492b8ebf5982f00e8fe03c26722c6b9a4c1c7 ,2,0xac933307a213726717f2daf2937492b8ebf5982f00e8fe03c26722c6b9a4c1c7,tx_hash,56,0xf1b58fd12deb68a094a9661f9b5c96dd9e34b16a;0x10ed43c718714eb63d5aa57b78b54704e256024e;0xb82984deaba156bd3e2a9d6396cefde51a3a23f7,1707272834
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0x9f668cbde700e7c99f3e270c7e910d48c463fc1ee0a474326c784a93a9f02bf0 ,2,0x9f668cbde700e7c99f3e270c7e910d48c463fc1ee0a474326c784a93a9f02bf0,tx_hash,56,0x44163f4dd38cc33c8bee965016d7ea839a10eaac;0x10ed43c718714eb63d5aa57b78b54704e256024e;0x81753be0ede6a5ad526647d93125b2175d91712e,1707272744
Risky Warning,Detected a potential security alert from a Top Project:meritcircle_io on Twitter,https://twitter.com/meritcircle_io/status/1755049029757739450 ,2,1755049029757739450_1707271302,metadata,,,1707271302
Risky Warning,Detected a potential security alert from SecurityKOL:PeckShieldAlert on Twitter,https://twitter.com/PeckShieldAlert/status/1755049113987826136 ,2,PeckShieldAlert_1755049113987826136,metadata,,,1707271290
Risky Warning,Detected a potential security alert from SecurityKOL:PeckShieldAlert on Twitter,https://twitter.com/PeckShieldAlert/status/1755049068521492873 ,2,PeckShieldAlert_1755049068521492873,metadata,,,1707271279
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0x818711fa1097600f8388af9462907072cd194adb196b01d61f1630ccf1bda6dc ,2,0x818711fa1097600f8388af9462907072cd194adb196b01d61f1630ccf1bda6dc,tx_hash,56,0xaf91d16f7d2a2d3474acdd49e76e1791f172e3ab;0x10ed43c718714eb63d5aa57b78b54704e256024e;0xe1d7f75ded89a57b49225f3a5cc37ac7a8c9d907,1707270821
Risky Warning,Detected a rugpull on a token (from DEX),https://explorer.phalcon.xyz/tx/bsc/0x49d54b94477938a4b67afa4a0fd908bdc3b225f798d6f5e4aba3a2bc8aacbfb8 ,2,0x49d54b94477938a4b67afa4a0fd908bdc3b225f798d6f5e4aba3a2bc8aacbfb8,tx_hash,56,0x5bde65800c5c86ef0026ca37ad9b39ab2091988e;0x10ed43c718714eb63d5aa57b78b54704e256024e;0xbd3ca5dc4089a25be7c25fe155b03f6dcf149c86,1707270794
Risky Warning,Detected various rugpull-like behaviors from suspicious tokens,https://explorer.phalcon.xyz/tx/bsc/0x62022e7be61eeedeca48967a65d291accd61da4bfea6131d0ded14df48361b9d ,2,0x62022e7be61eeedeca48967a65d291accd61da4bfea6131d0ded14df48361b9d,tx_hash,56,0x6355199e98b85709aedf0a5f8f0321c253d6e15c;0xada8ca13af2c08f4e7328c1a97b30243d841914c,1707270775
